family,genus,species,accession,start_pos,end_pos
Streptomycetaceae,Streptomyces,Streptomyces lacticiproducens,GQ184344,1,1425
Streptomycetaceae,Streptomyces,Streptomyces laculatispora,FR692106,1,1457
Streptomycetaceae,Streptomyces,Streptomyces lanatus,AB184845,1,1475
Streptomycetaceae,Streptomyces,Streptomyces lannensis,AB562508,1,1512
Streptomycetaceae,Streptomyces,Streptomyces lateritius,AJ781326,1,1478
Streptomycetaceae,Streptomyces,Streptomyces laurentii,AJ781342,1,1478
Streptomycetaceae,Streptomyces,Streptomyces lavendofoliae,AJ781336,1,1443
Streptomycetaceae,Streptomyces,Streptomyces lavendulae subsp. grasserius,AY999841,1,1420
Streptomycetaceae,Streptomyces,Streptomyces lavendulae subsp. lavendulae,D85116,1,1514
Streptomycetaceae,Streptomyces,Streptomyces lavenduligriseus,DQ442515,1,1495
Streptomycetaceae,Streptomyces,Streptomyces lavendulocolor,DQ442516,1,1495
Streptomycetaceae,Streptomyces,Streptomyces leeuwenhoekii,AZSD01000385,33,1540
Streptomycetaceae,Streptomyces,Streptomyces levis,AB184670,1,1455
Streptomycetaceae,Streptomyces,Streptomyces libani subsp. libani,AB184414,1,1453
Streptomycetaceae,Streptomyces,Streptomyces libani subsp. rufus,AJ781351,1,1470
Streptomycetaceae,Streptomyces,Streptomyces lienomycini,AJ781353,1,1468
Streptomycetaceae,Streptomyces,Streptomyces lilacinus,AB184819,1,1475
Streptomycetaceae,Streptomyces,Streptomyces lincolnensis,AB184279,1,1471
Streptomycetaceae,Streptomyces,Streptomyces litmocidini,AB184149,1,1461
Streptomycetaceae,Streptomyces,Streptomyces lomondensis,AB184673,1,1440
Streptomycetaceae,Streptomyces,Streptomyces lonarensis,FJ919811,1,1527
Streptomycetaceae,Streptomyces,Streptomyces longisporoflavus,DQ442520,1,1456
Streptomycetaceae,Streptomyces,Streptomyces longispororuber,AB184440,1,1429
Streptomycetaceae,Streptomyces,Streptomyces longisporus,AJ399475,1,1448
Streptomycetaceae,Streptomyces,Streptomyces longwoodensis,AB184580,1,1428
Streptomycetaceae,Streptomyces,Streptomyces lopnurensis,AB932597,1,1521
Streptomycetaceae,Streptomyces,Streptomyces lucensis,DQ442522,1,1490
Streptomycetaceae,Streptomyces,Streptomyces lunaelactis,KM207217,1,1524
Streptomycetaceae,Streptomyces,Streptomyces lunalinharesii,DQ094838,1,1480
Streptomycetaceae,Streptomyces,Streptomyces luridus,DQ442523,1,1472
Streptomycetaceae,Streptomyces,Streptomyces lushanensis,KF938656,1,1516
Streptomycetaceae,Streptomyces,Streptomyces lusitanus,AB184424,1,1444
Streptomycetaceae,Streptomyces,Streptomyces luteireticuli,AB249969,1,1479
Streptomycetaceae,Streptomyces,Streptomyces luteogriseus,AB184379,1,1435
Streptomycetaceae,Streptomyces,Streptomyces luteosporeus,DQ442525,1,1495
Streptomycetaceae,Streptomyces,Streptomyces lydicus,Y15507,1,1481
Streptomycetaceae,Streptomyces,Streptomyces macrosporus,Z68099,1,1484
Streptomycetaceae,Streptomyces,Streptomyces malachitofuscus,AB184282,1,1469
Streptomycetaceae,Streptomyces,Streptomyces malachitospinus,AB249954,1,1468
Streptomycetaceae,Streptomyces,Streptomyces malaysiensis,AB249918,1,1445
Streptomycetaceae,Streptomyces,Streptomyces mangrovi,JX067937,1,1373
Streptomycetaceae,Streptomyces,Streptomyces marinus,AB473554,1,1473
Streptomycetaceae,Streptomyces,Streptomyces marokkonensis,AJ965470,1,1479
Streptomycetaceae,Streptomyces,Streptomyces mashuensis,X79323,1,1518
Streptomycetaceae,Streptomyces,Streptomyces massasporeus,AB184152,1,1469
Streptomycetaceae,Streptomyces,Streptomyces matensis,AB184221,1,1462
Streptomycetaceae,Streptomyces,Streptomyces mauvecolor,AB184532,1,1456
Streptomycetaceae,Streptomyces,Streptomyces mayteni,EU200683,1,1380
Streptomycetaceae,Streptomyces,Streptomyces megasporus,AB184617,1,1468
Streptomycetaceae,Streptomyces,Streptomyces melanogenes,AB184222,1,1475
Streptomycetaceae,Streptomyces,Streptomyces melanosporofaciens,AJ271887,1,1483
Streptomycetaceae,Streptomyces,Streptomyces mexicanus,AB249966,1,1483
Streptomycetaceae,Streptomyces,Streptomyces michiganensis,AB184153,1,1476
Streptomycetaceae,Streptomyces,Streptomyces microflavus,DQ445795,1,1492
Streptomycetaceae,Streptomyces,Streptomyces milbemycinicus,EU170126,1,1447
Streptomycetaceae,Streptomyces,Streptomyces minutiscleroticus,EF178696,1,1480
Streptomycetaceae,Streptomyces,Streptomyces mirabilis,AB184412,1,1472
Streptomycetaceae,Streptomyces,Streptomyces misakiensis,AB217605,1,1473
Streptomycetaceae,Streptomyces,Streptomyces misionensis,EF178678,1,1485
Streptomycetaceae,Streptomyces,Streptomyces mobaraensis,DQ442528,1,1539
Streptomycetaceae,Streptomyces,Streptomyces monomycini,DQ445790,1,1573
Streptomycetaceae,Streptomyces,Streptomyces mordarskii,EF408735,1,1450
Streptomycetaceae,Streptomyces,Streptomyces morookaense,AJ781349,1,1478
Streptomycetaceae,Streptomyces,Streptomyces muensis,JN560155,1,1479
Streptomycetaceae,Streptomyces,Streptomyces murinus,AB184155,1,1476
Streptomycetaceae,Streptomyces,Streptomyces mutabilis,EF178679,1,1484
Streptomycetaceae,Streptomyces,Streptomyces mutomycini,AB249951,1,1469
Streptomycetaceae,Streptomyces,Streptomyces naganishii,DQ442529,1,1501
Streptomycetaceae,Streptomyces,Streptomyces nanhaiensis,GQ871748,1,1448
Streptomycetaceae,Streptomyces,Streptomyces nanshensis,EU589334,1,1405
Streptomycetaceae,Streptomyces,Streptomyces narbonensis,DQ445794,1,1510
Streptomycetaceae,Streptomyces,Streptomyces nashvillensis,AB184286,1,1477
Streptomycetaceae,Streptomyces,Streptomyces netropsis,AB184792,1,1475
Streptomycetaceae,Streptomyces,Streptomyces neyagawaensis,D63869,1,1531
Streptomycetaceae,Streptomyces,Streptomyces niger,AJ621607,1,1498
Streptomycetaceae,Streptomyces,Streptomyces nigrescens,DQ442530,1,1519
Streptomycetaceae,Streptomyces,Streptomyces nitrosporeus,EF178680,1,1487
Streptomycetaceae,Streptomyces,Streptomyces niveiscabiei,AF361786,1,1527
Streptomycetaceae,Streptomyces,Streptomyces niveoruber,DQ445796,1,1540
Streptomycetaceae,Streptomyces,Streptomyces noboritoensis,AB184287,1,1477
Streptomycetaceae,Streptomyces,Streptomyces nodosus,AF114033,1001,2528
Streptomycetaceae,Streptomyces,Streptomyces nogalater,AB231805,1,1446
Streptomycetaceae,Streptomyces,Streptomyces nojiriensis,AJ781355,1,1477
Streptomycetaceae,Streptomyces,Streptomyces noursei,AB184678,1,1472
Streptomycetaceae,Streptomyces,Streptomyces novaecaesareae,AB184357,1,1478
Streptomycetaceae,Streptomyces,Streptomyces ochraceiscleroticus,AB184094,1,1480
Streptomycetaceae,Streptomyces,Streptomyces olivaceiscleroticus,AJ621606,1,1498
Streptomycetaceae,Streptomyces,Streptomyces olivaceoviridis,AB184288,1,1477
Streptomycetaceae,Streptomyces,Streptomyces olivaceus,AB184743,1,1480
Streptomycetaceae,Streptomyces,Streptomyces olivicoloratus,KM229359,1,1475
Streptomycetaceae,Streptomyces,Streptomyces olivochromogenes,AY094370,1,1448
Streptomycetaceae,Streptomyces,Streptomyces olivoverticillatus,AB184636,1,1468
Streptomycetaceae,Streptomyces,Streptomyces omiyaensis,EF178697,1,1482
Streptomycetaceae,Streptomyces,Streptomyces orinoci,AB184866,1,1469
Streptomycetaceae,Streptomyces,Streptomyces oryzae,AB894335,1,1432
Streptomycetaceae,Streptomyces,Streptomyces osmaniensis,FJ613126,1,1418
Streptomycetaceae,Streptomyces,Streptomyces pactum,AB184398,1,1464
Streptomycetaceae,Streptomyces,Streptomyces panacagri,AB245388,1,1492
Streptomycetaceae,Streptomyces,Streptomyces panaciradicis,KF971876,1,1461
Streptomycetaceae,Streptomyces,Streptomyces paradoxus,AB184628,1,1477
Streptomycetaceae,Streptomyces,Streptomyces parvulus,AB184326,1,1476
Streptomycetaceae,Streptomyces,Streptomyces parvus,DQ442537,1,1493
Streptomycetaceae,Streptomyces,Streptomyces pathocidini,AB184501,1,1467
Streptomycetaceae,Streptomyces,Streptomyces paucisporeus,AY876943,1,1446
Streptomycetaceae,Streptomyces,Streptomyces peucetius,AB045887,1,1486
Streptomycetaceae,Streptomyces,Streptomyces phaeochromogenes,AB184738,1,1479
Streptomycetaceae,Streptomyces,Streptomyces phaeofaciens,AB184360,1,1476
Streptomycetaceae,Streptomyces,Streptomyces phaeogriseichromatogenes,AJ391813,1,1341
Streptomycetaceae,Streptomyces,Streptomyces phaeoluteichromatogenes,AJ391814,1,1484
Streptomycetaceae,Streptomyces,Streptomyces phaeoluteigriseus,AJ391815,1,1479
Streptomycetaceae,Streptomyces,Streptomyces phaeopurpureus,DQ026666,1,1510
Streptomycetaceae,Streptomyces,Streptomyces pharetrae,AY699792,1,1427
Streptomycetaceae,Streptomyces,Streptomyces pharmamarensis,FR693804,1,1458
Streptomycetaceae,Streptomyces,Streptomyces phytohabitans,JQ345722,1,1422
Streptomycetaceae,Streptomyces,Streptomyces pilosus,AB184161,1,1463
Streptomycetaceae,Streptomyces,Streptomyces platensis,AB045882,1,1488
Streptomycetaceae,Streptomyces,Streptomyces plicatus,AY999922,1,1403
Streptomycetaceae,Streptomyces,Streptomyces plumbiresistens,EU526954,1,1429
Streptomycetaceae,Streptomyces,Streptomyces pluricolorescens,DQ442540,1,1489
Streptomycetaceae,Streptomyces,Streptomyces pluripotens,KF195922,1,1491
Streptomycetaceae,Streptomyces,Streptomyces polyantibioticus,DQ141528,1,1459
Streptomycetaceae,Streptomyces,Streptomyces polychromogenes,AB184292,1,1470
Streptomycetaceae,Streptomyces,Streptomyces polygonati,KP208836,1,1514
Streptomycetaceae,Streptomyces,Streptomyces polymachus,KM229363,1,1473
Streptomycetaceae,Streptomyces,Streptomyces poonensis,DQ445792,1,1530
Streptomycetaceae,Streptomyces,Streptomyces prasinopilosus,AB249968,1,1416
Streptomycetaceae,Streptomyces,Streptomyces prasinosporus,AB184390,1,1468
Streptomycetaceae,Streptomyces,Streptomyces prasinus,DQ026658,1,1498
Streptomycetaceae,Streptomyces,Streptomyces pratens,FR692098,1,1458
Streptomycetaceae,Streptomyces,Streptomyces pratensis,JQ806215,1,1370
Streptomycetaceae,Streptomyces,Streptomyces prunicolor,DQ026659,1,1494
Streptomycetaceae,Streptomyces,Streptomyces psammoticus,AY999862,1,1420
Streptomycetaceae,Streptomyces,Streptomyces pseudoechinosporeus,AB184100,1,1448
Streptomycetaceae,Streptomyces,Streptomyces pseudogriseolus,DQ442541,1,1492
Streptomycetaceae,Streptomyces,Streptomyces pseudovenezuelae,AB184233,1,1474
Streptomycetaceae,Streptomyces,Streptomyces pulveraceus,AB184806,1,1470
Streptomycetaceae,Streptomyces,Streptomyces puniceus,DQ442542,1,1500
Streptomycetaceae,Streptomyces,Streptomyces puniciscabiei,AF361785,1,1526
Streptomycetaceae,Streptomyces,Streptomyces purpeofuscus,AJ781364,1,1476
Streptomycetaceae,Streptomyces,Streptomyces purpurascens,AJ399486,1,1448
Streptomycetaceae,Streptomyces,Streptomyces purpureus,AJ781324,1,1476
Streptomycetaceae,Streptomyces,Streptomyces purpurogeneiscleroticus,AJ621604,1,1498
Streptomycetaceae,Streptomyces,Streptomyces qinglanensis,HQ660227,1,1487
Streptomycetaceae,Streptomyces,Streptomyces racemochromogenes,DQ026656,1,1497
Streptomycetaceae,Streptomyces,Streptomyces radiopugnans,DQ912930,1,1442
Streptomycetaceae,Streptomyces,Streptomyces rameus,AY999821,1,1422
Streptomycetaceae,Streptomyces,Streptomyces ramulosus,DQ026662,1,1483
Streptomycetaceae,Streptomyces,Streptomyces rangoonensis,AB184295,1,1468
Streptomycetaceae,Streptomyces,Streptomyces rapamycinicus,EF408733,1,1448
Streptomycetaceae,Streptomyces,Streptomyces recifensis,AB184165,1,1460
Streptomycetaceae,Streptomyces,Streptomyces rectiviolaceus,DQ026660,1,1505
Streptomycetaceae,Streptomyces,Streptomyces regensis,DQ026649,1,1540
Streptomycetaceae,Streptomyces,Streptomyces resistomycificus,JOBA01000220,219,1724
Streptomycetaceae,Streptomyces,Streptomyces reticuliscabiei,AJ007428,1,1418
Streptomycetaceae,Streptomyces,Streptomyces rhizophilus,HQ267989,1,1457
Streptomycetaceae,Streptomyces,Streptomyces rhizosphaericus,AB249941,1,1482
Streptomycetaceae,Streptomyces,Streptomyces rimosus subsp. paromomycinus,AJ621610,1,1496
Streptomycetaceae,Streptomyces,Streptomyces rimosus subsp. rimosus,AB045883,1,1485
Streptomycetaceae,Streptomyces,Streptomyces rishiriensis,EF178682,1,1474
Streptomycetaceae,Streptomyces,Streptomyces rochei,AB184237,1,1472
Streptomycetaceae,Streptomyces,Streptomyces roseiscleroticus,AB184251,1,1473
Streptomycetaceae,Streptomyces,Streptomyces roseofulvus,AB184327,1,1457
Streptomycetaceae,Streptomyces,Streptomyces roseolilacinus,AB184167,1,1453
Streptomycetaceae,Streptomyces,Streptomyces roseolus,AB184168,1,1446
Streptomycetaceae,Streptomyces,Streptomyces roseoviolaceus,AJ399484,1,1448
Streptomycetaceae,Streptomyces,Streptomyces roseoviridis,AB184239,1,1449
Streptomycetaceae,Streptomyces,Streptomyces ruber,AB184604,1,1417
Streptomycetaceae,Streptomyces,Streptomyces rubidus,AY876941,1,1414
Streptomycetaceae,Streptomyces,Streptomyces rubiginosohelvolus,AB184240,1,1481
Streptomycetaceae,Streptomyces,Streptomyces rubiginosus,AY999810,1,1416
Streptomycetaceae,Streptomyces,Streptomyces rubrisoli,KC137300,1,1490
Streptomycetaceae,Streptomyces,Streptomyces rubrogriseus,AB184681,1,1440
Streptomycetaceae,Streptomyces,Streptomyces rubrus,AB473557,1,1475
Streptomycetaceae,Streptomyces,Streptomyces rutgersensis,AB184170,1,1478
Streptomycetaceae,Streptomyces,Streptomyces samsunensis,EU077190,1,1478
Streptomycetaceae,Streptomyces,Streptomyces sanglieri,AB249945,1,1481
Streptomycetaceae,Streptomyces,Streptomyces sannanensis,AB184579,1,1435
Streptomycetaceae,Streptomyces,Streptomyces sanyensis,FJ261968,1,1489
Streptomycetaceae,Streptomyces,Streptomyces sasae,HQ267987,1,1444
Streptomycetaceae,Streptomyces,Streptomyces scabiei,D63862,1,1530
Streptomycetaceae,Streptomyces,Streptomyces scabrisporus,AB030585,1,1479
Streptomycetaceae,Streptomyces,Streptomyces sclerotialus,AJ621608,1,1498
Streptomycetaceae,Streptomyces,Streptomyces scopiformis,AF184081,1,1402
Streptomycetaceae,Streptomyces,Streptomyces scopuliridis,EF657884,1,1376
Streptomycetaceae,Streptomyces,Streptomyces sedi,EU925562,1,1440
Streptomycetaceae,Streptomyces,Streptomyces seoulensis,AB249970,1,1481
Streptomycetaceae,Streptomyces,Streptomyces seranimatus,DQ997046,1,1410
Streptomycetaceae,Streptomyces,Streptomyces setonii,AB184300,1,1454
Streptomycetaceae,Streptomyces,Streptomyces seymenliensis,KC560729,1,1480
Streptomycetaceae,Streptomyces,Streptomyces shaanxiensis,FJ465151,1,1445
Streptomycetaceae,Streptomyces,Streptomyces shenzhenensis,HQ660226,1,1485
Streptomycetaceae,Streptomyces,Streptomyces showdoensis,AB184389,1,1461
Streptomycetaceae,Streptomyces,Streptomyces siamensis,AB773848,1,1497
Streptomycetaceae,Streptomyces,Streptomyces silaceus,EU812170,1,1478
Streptomycetaceae,Streptomyces,Streptomyces similanensis,AB773850,1,1498
Streptomycetaceae,Streptomyces,Streptomyces sindenensis,AB184759,1,1479
Streptomycetaceae,Streptomyces,Streptomyces sioyaensis,DQ026654,1,1489
Streptomycetaceae,Streptomyces,Streptomyces smyrnaeus,KF006349,1,1494
Streptomycetaceae,Streptomyces,Streptomyces sodiiphilus,AY236339,1,1489
Streptomycetaceae,Streptomyces,Streptomyces somaliensis,AJ007403,1,1483
Streptomycetaceae,Streptomyces,Streptomyces sparsogenes,AB184301,1,1460
Streptomycetaceae,Streptomyces,Streptomyces sparsus,AJ849545,1,1466
Streptomycetaceae,Streptomyces,Streptomyces specialis,AM934703,1,1500
Streptomycetaceae,Streptomyces,Streptomyces spectabilis,AB184393,1,1470
Streptomycetaceae,Streptomyces,Streptomyces speibonae,AF452714,1,1490
Streptomycetaceae,Streptomyces,Streptomyces spinoverrucosus,AB184578,1,1458
Streptomycetaceae,Streptomyces,Streptomyces spiralis,EF178683,1,1446
Streptomycetaceae,Streptomyces,Streptomyces spiroverticillatus,AB184814,1,1477
Streptomycetaceae,Streptomyces,Streptomyces spongiae,AB498741,1,1472
Streptomycetaceae,Streptomyces,Streptomyces spongiicola,KT327868,1,1438
Streptomycetaceae,Streptomyces,Streptomyces sporocinereus,AB249933,1,1482
Streptomycetaceae,Streptomyces,Streptomyces sporoclivatus,AB249934,1,1482
Streptomycetaceae,Streptomyces,Streptomyces spororaveus,AJ781370,1,1477
Streptomycetaceae,Streptomyces,Streptomyces sporoverrucosus,DQ442544,1,1499
Streptomycetaceae,Streptomyces,Streptomyces staurosporininus,FR692111,1,1457
Streptomycetaceae,Streptomyces,Streptomyces stelliscabiei,AJ007429,1,1478
Streptomycetaceae,Streptomyces,Streptomyces stramineus,AB184720,1,1474
Streptomycetaceae,Streptomyces,Streptomyces subrutilus,X80825,1,1516
Streptomycetaceae,Streptomyces,Streptomyces sulfonofaciens,AB249974,1,1464
Streptomycetaceae,Streptomyces,Streptomyces sulphureus,DQ442546,1,1418
Streptomycetaceae,Streptomyces,Streptomyces synnematoformans,EF121313,1,1402
Streptomycetaceae,Streptomyces,Streptomyces tacrolimicus,FN429653,122,1629
Streptomycetaceae,Streptomyces,Streptomyces tanashiensis,AY999856,1,1419
Streptomycetaceae,Streptomyces,Streptomyces tateyamensis,AB473555,1,1465
Streptomycetaceae,Streptomyces,Streptomyces tauricus,AB045879,1,1492
Streptomycetaceae,Streptomyces,Streptomyces tendae,D63873,1,1530
Streptomycetaceae,Streptomyces,Streptomyces termitum,AB184302,1,1473
Streptomycetaceae,Streptomyces,Streptomyces thermoalcalitolerans,AB249909,1,1485
Streptomycetaceae,Streptomyces,Streptomyces thermocarboxydovorans,U94489,1,1502
Streptomycetaceae,Streptomyces,Streptomyces thermocarboxydus,U94490,1,1500
Streptomycetaceae,Streptomyces,Streptomyces thermocoprophilus,AJ007402,1,1499
Streptomycetaceae,Streptomyces,Streptomyces thermodiastaticus,AB018095,1,1529
Streptomycetaceae,Streptomyces,Streptomyces thermogriseus,AB249980,1,1463
Streptomycetaceae,Streptomyces,Streptomyces thermolineatus,Z68097,1,1481
Streptomycetaceae,Streptomyces,Streptomyces thermospinosisporus,AF333113,1,1522
Streptomycetaceae,Streptomyces,Streptomyces thermoviolaceus subsp. apingens,Z68095,1,1483
Streptomycetaceae,Streptomyces,Streptomyces thermoviolaceus subsp. thermoviolaceus,Z68096,1,1483
Streptomycetaceae,Streptomyces,Streptomyces thermovulgaris,Z68094,1,1486
Streptomycetaceae,Streptomyces,Streptomyces thinghirensis,FM202482,1,1462
Streptomycetaceae,Streptomyces,Streptomyces thioluteus,AB184753,1,1467
Streptomycetaceae,Streptomyces,Streptomyces torulosus,AJ781367,1,1479
Streptomycetaceae,Streptomyces,Streptomyces toxytricini,DQ442548,1,1484
Streptomycetaceae,Streptomyces,Streptomyces tricolor,AB184687,1,1450
Streptomycetaceae,Streptomyces,Streptomyces tritolerans,DQ345779,1,1518
Streptomycetaceae,Streptomyces,Streptomyces tubercidicus,AJ621612,1,1498
Streptomycetaceae,Streptomyces,Streptomyces tuirus,AB184690,1,1460
Streptomycetaceae,Streptomyces,Streptomyces tunisiensis,KF697135,1,1411
Streptomycetaceae,Streptomyces,Streptomyces turgidiscabies,AB026221,1,1531
Streptomycetaceae,Streptomyces,Streptomyces tyrosinilyticus,KM000839,1,1480
Streptomycetaceae,Streptomyces,Streptomyces umbrinus,AB184305,1,1479
Streptomycetaceae,Streptomyces,Streptomyces variabilis,DQ442551,1,1499
Streptomycetaceae,Streptomyces,Streptomyces variegatus,AJ781371,1,1479
Streptomycetaceae,Streptomyces,Streptomyces varsoviensis,DQ026653,1,1499
Streptomycetaceae,Streptomyces,Streptomyces vastus,DQ442552,1,1484
Streptomycetaceae,Streptomyces,Streptomyces venezuelae,AB045890,1,1483
Streptomycetaceae,Streptomyces,Streptomyces vietnamensis,DQ311081,1,1419
Streptomycetaceae,Streptomyces,Streptomyces vinaceus,AB184394,1,1467
Streptomycetaceae,Streptomyces,Streptomyces vinaceusdrappus,AY999929,1,1499
Streptomycetaceae,Streptomyces,Streptomyces violaceochromogenes,AY999867,1,1425
Streptomycetaceae,Streptomyces,Streptomyces violaceolatus,AF503497,1,1510
Streptomycetaceae,Streptomyces,Streptomyces violaceorectus,AB184314,1,1477
Streptomycetaceae,Streptomyces,Streptomyces violaceoruber,AF503492,1,1510
Streptomycetaceae,Streptomyces,Streptomyces violaceorubidus,AJ781374,1,1478
Streptomycetaceae,Streptomyces,Streptomyces violaceus,AB184315,1,1477
Streptomycetaceae,Streptomyces,Streptomyces violaceusniger,AB184420,1,1477
Streptomycetaceae,Streptomyces,Streptomyces violarus,AB184316,1,1474
Streptomycetaceae,Streptomyces,Streptomyces violascens,AY999737,1,1449
Streptomycetaceae,Streptomyces,Streptomyces violens,AJ621605,1,1498
Streptomycetaceae,Streptomyces,Streptomyces virens,DQ442554,1,1491
Streptomycetaceae,Streptomyces,Streptomyces virginiae,AB184175,1,1468
Streptomycetaceae,Streptomyces,Streptomyces viridis,FR692117,1,1458
Streptomycetaceae,Streptomyces,Streptomyces viridiviolaceus,AY999854,1,1420
Streptomycetaceae,Streptomyces,Streptomyces viridobrunneus,AJ781372,1,1478
Streptomycetaceae,Streptomyces,Streptomyces viridochromogenes,DQ442555,1,1500
Streptomycetaceae,Streptomyces,Streptomyces viridodiastaticus,AY999852,1,1421
Streptomycetaceae,Streptomyces,Streptomyces viridosporus,DQ442556,1,1427
Streptomycetaceae,Streptomyces,Streptomyces vitaminophilus,AB184589,1,1499
Streptomycetaceae,Streptomyces,Streptomyces wedmorensis,DQ442557,1,1490
Streptomycetaceae,Streptomyces,Streptomyces wellingtoniae,EU170124,1,1449
Streptomycetaceae,Streptomyces,Streptomyces werraensis,DQ442558,1,1478
Streptomycetaceae,Streptomyces,Streptomyces wuyuanensis,JX010725,1,1403
Streptomycetaceae,Streptomyces,Streptomyces xanthochromogenes,DQ442559,1,1473
Streptomycetaceae,Streptomyces,Streptomyces xanthocidicus,AY999858,1,1420
Streptomycetaceae,Streptomyces,Streptomyces xantholiticus,AB184349,1,1455
Streptomycetaceae,Streptomyces,Streptomyces xanthophaeus,DQ442560,1,1483
Streptomycetaceae,Streptomyces,Streptomyces xiamenensis,EF012099,1,1493
Streptomycetaceae,Streptomyces,Streptomyces xinghaiensis,EF577247,1,1490
Streptomycetaceae,Streptomyces,Streptomyces xishensis,HQ585118,1,1524
Streptomycetaceae,Streptomyces,Streptomyces yaanensis,JQ307192,1,1438
Streptomycetaceae,Streptomyces,Streptomyces yanglinensis,AY876940,1,1425
Streptomycetaceae,Streptomyces,Streptomyces yangpuensis,KP893387,1,1485
Streptomycetaceae,Streptomyces,Streptomyces yanii,AB006159,1,1414
Streptomycetaceae,Streptomyces,Streptomyces yatensis,AB249962,1,1460
Streptomycetaceae,Streptomyces,Streptomyces yeochonensis,AF101415,1,1489
Streptomycetaceae,Streptomyces,Streptomyces yerevanensis,EF178684,1,1514
Streptomycetaceae,Streptomyces,Streptomyces yogyakartensis,AB249942,1,1482
Streptomycetaceae,Streptomyces,Streptomyces yokosukanensis,DQ026652,1,1555
Streptomycetaceae,Streptomyces,Streptomyces youssoufiensis,FN421338,1,1518
Streptomycetaceae,Streptomyces,Streptomyces yunnanensis,AF346818,1,1521
Streptomycetaceae,Streptomyces,Streptomyces zagrosensis,JF917242,1,1508
Streptomycetaceae,Streptomyces,Streptomyces zaomyceticus,EF178685,1,1487
Streptomycetaceae,Streptomyces,Streptomyces zhaozhouensis,KC304791,1,1538
Streptomycetaceae,Streptomyces,Streptomyces zinciresistens,GU225938,1,1460
Streptomycetaceae,Streptomyces,Streptomyces ziwulingensis,JF957700,1,1394
Streptosporangiaceae,Streptosporangium,Streptosporangium album,X89934,1,1447
Streptosporangiaceae,Streptosporangium,Streptosporangium algeriense,KP974644,1,1505
Streptosporangiaceae,Streptosporangium,Streptosporangium amethystogenes subsp. amethystogenes,X89935,1,1449
Streptosporangiaceae,Streptosporangium,Streptosporangium amethystogenes subsp. fukuiense,AB537172,1,1464
Streptosporangiaceae,Streptosporangium,Streptosporangium anatoliense,HQ157194,1,1461
Streptosporangiaceae,Streptosporangium,Streptosporangium canum,AY996844,1,1468
Streptosporangiaceae,Streptosporangium,Streptosporangium carneum,X89938,1,1450
Streptosporangiaceae,Streptosporangium,Streptosporangium fragile,U48992,1,1412
Streptosporangiaceae,Streptosporangium,Streptosporangium jiaoheense,KM000836,1,1515
Streptosporangiaceae,Streptosporangium,Streptosporangium jomthongense,JQ922513,1,1400
Streptosporangiaceae,Streptosporangium,Streptosporangium longisporum,X89944,1,1450
Streptosporangiaceae,Streptosporangium,Streptosporangium nanhuense,KF146932,1,1516
Streptosporangiaceae,Streptosporangium,Streptosporangium nondiastaticum,X89945,1,1444
Streptosporangiaceae,Streptosporangium,Streptosporangium oxazolinicum,AB594818,1,1432
Streptosporangiaceae,Streptosporangium,Streptosporangium pseudovulgare,X89946,1,1444
Streptosporangiaceae,Streptosporangium,Streptosporangium purpuratum,AF191735,1,1422
Streptosporangiaceae,Streptosporangium,Streptosporangium roseum,X89947,1,1450
Streptosporangiaceae,Streptosporangium,Streptosporangium saharense,KT581983,1,1451
Streptosporangiaceae,Streptosporangium,Streptosporangium sandarakinum,JX977118,1,1359
Streptosporangiaceae,Streptosporangium,Streptosporangium shengliense,KC513503,1,1518
Streptosporangiaceae,Streptosporangium,Streptosporangium subroseum,AF191734,1,1419
Streptosporangiaceae,Streptosporangium,Streptosporangium taraxaci,KM000840,1,1518
Streptosporangiaceae,Streptosporangium,Streptosporangium terrae,JX082289,1,1466
Streptosporangiaceae,Streptosporangium,Streptosporangium violaceochromogenes,U48997,1,1423
Streptosporangiaceae,Streptosporangium,Streptosporangium vulgare,U48999,1,1418
Streptosporangiaceae,Streptosporangium,Streptosporangium yunnanense,AF191733,1,1420
Sulfolobaceae,Stygiolobus,Stygiolobus azoricus,D85520,1,1457
Ruminococcaceae,Subdoligranulum,Subdoligranulum variabile,AJ518869,1,1428
Flavobacteriaceae,Subsaxibacter,Subsaxibacter arcticus,KM091933,1,1479
Flavobacteriaceae,Subsaxibacter,Subsaxibacter broadyi,AY693999,1,1366
Flavobacteriaceae,Subsaximicrobium,Subsaximicrobium saxinquilinus,AY693998,1,1392
Flavobacteriaceae,Subsaximicrobium,Subsaximicrobium wynnwilliamsii,AY693997,1,1419
Microbacteriaceae,Subtercola,Subtercola boreus,AF224722,1,1467
Microbacteriaceae,Subtercola,Subtercola frigoramans,AF224723,1,1473
Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,AB490810,1,1469
Acidaminococcaceae,Succiniclasticum,Succiniclasticum ruminis,X81137,1,1505
Succinivibrionaceae,Succinimonas,Succinimonas amylolytica,Y17599,1,1462
Acidaminococcaceae,Succinispira,Succinispira mobilis,AJ006980,1,1495
Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,Y17600,1,1463
Rhodobacteraceae,Sulfitobacter,Sulfitobacter brevis,Y16425,1,1342
Rhodobacteraceae,Sulfitobacter,Sulfitobacter delicatus,AY180103,1,1429
Rhodobacteraceae,Sulfitobacter,Sulfitobacter donghicola,EF202614,1,1418
